TransactionAmount,TransactionHour,TransactionDayOfWeek,IsWeekend,TransactionDistanceKm,CustomerAge,CityPopulation,TransactionCategoryEncoded,IsFraud
19.67,20,6,1,54.709328900202976,23.0,1512,7,0
5.65,15,0,0,83.17826200304306,27.0,2870,12,0
148.63,10,5,1,29.659036640679815,65.0,13422,9,0
243.32,22,3,0,93.42193510421245,33.0,54185,7,0
25.4,21,5,1,55.12630786792303,48.0,149,6,0
31.48,22,3,0,96.98053168629819,50.0,910148,6,0
33.65,20,6,1,66.96238676043326,77.0,4993,6,0
56.41,18,6,1,73.53146542061685,52.0,1804,1,0
82.73,18,0,0,72.80076415000556,69.0,828,0,0
7.15,22,5,1,68.06555563122619,39.0,46,13,0
187.27,12,1,0,105.98731165158577,66.0,927396,7,0
71.27,9,6,1,88.68872868199526,57.0,23,2,0
35.66,22,6,1,56.47528245699662,64.0,258,6,0
34.05,8,1,0,109.02494663166408,36.0,4056,8,0
43.55,17,0,0,76.35635126288977,75.0,276002,1,0
6.2,20,6,1,131.3201308893785,45.0,836,1,0
102.64,15,5,1,51.86962933535238,74.0,1263321,10,0
50.01,9,6,1,78.63423507645824,42.0,1858,3,0
78.0,11,6,1,83.8250521712535,53.0,5507,3,0
6.87,11,2,0,116.71341747397088,62.0,11751,8,0
58.22,15,5,1,106.78123548396091,29.0,972,6,0
46.79,9,1,0,79.18001128838652,84.0,3119,1,0
1.28,13,2,0,78.44751086920863,49.0,33917,13,0
1066.27,15,6,1,53.84346838460403,53.0,190178,12,0
52.77,20,1,0,95.85036596273567,33.0,116001,1,0
8.23,0,3,0,91.99355472661904,69.0,11253,12,0
24.46,18,6,1,75.01744135020435,41.0,824,12,0
2.31,20,2,0,88.5681633313538,45.0,6508,13,0
3.49,16,6,1,79.82039984270276,21.0,163415,12,0
46.99,22,0,0,20.947564426629857,76.0,331,6,0
9.53,22,0,0,95.65179133695896,54.0,270712,7,0
15.4,4,4,0,59.572051763226106,74.0,736284,0,0
246.48,16,0,0,53.08714004443961,86.0,8007,7,0
58.63,17,4,0,52.110453324077554,55.0,2036,1,0
5.9,1,6,1,115.83730859078165,97.0,276,9,0
122.13,4,4,0,49.31577346641661,81.0,348,4,0
65.79,6,0,0,52.73985872367728,53.0,635,2,0
58.57,8,5,1,103.67637666809246,40.0,409656,3,0
137.5,15,6,1,45.51554162193866,85.0,1472,6,0
5.39,17,2,0,133.75688409803718,38.0,888,12,0
74.22,22,4,0,90.79068525872333,37.0,1078,0,0
2.76,14,3,0,96.49672197679698,43.0,178,10,0
38.28,23,1,0,40.43852728460832,38.0,151815,7,0
79.56,14,5,1,111.37325893427864,42.0,85,10,0
74.09,20,0,0,118.30029099952705,33.0,1504,5,0
74.23,9,0,0,89.79339548579394,51.0,824,11,0
124.33,5,1,0,122.93099483307282,36.0,217,4,0
5.11,11,0,0,127.23759358366351,80.0,184,11,0
1.6,12,6,1,76.45343057928258,23.0,5666,11,0
73.55,14,0,0,117.68386952183245,29.0,1075,6,0
142.51,6,3,0,106.35562695035756,59.0,899,4,0
20.37,3,0,0,84.405754577136,63.0,2078,12,0
19.56,2,5,1,59.631401895896985,59.0,13835,8,0
19.3,23,6,1,41.004119700181235,39.0,2206,5,0
19.21,19,3,0,34.57830781608293,35.0,520,1,0
4.18,15,6,1,73.17661674476959,74.0,1078,13,0
24.01,13,0,0,140.34072369390174,71.0,1312,7,0
92.41,11,2,0,123.75536909548258,39.0,242,8,0
370.79,0,5,1,25.760714761317143,43.0,328,8,0
67.38,0,5,1,105.85913828743455,54.0,277,2,0
71.7,11,5,1,123.67321578940907,39.0,2206,2,0
7.49,11,1,0,40.7164422037219,49.0,378909,8,0
2.71,0,4,0,26.046938199122955,42.0,50489,9,0
58.55,18,2,0,10.58711636798081,75.0,427,5,0
70.49,7,1,0,80.16742506600616,45.0,222785,2,0
27.69,22,0,0,52.833716944018676,36.0,77,6,0
60.5,5,3,0,65.30967072832325,56.0,673342,4,0
41.23,3,4,0,125.49742667693566,36.0,419,3,0
9.34,17,5,1,42.7292660839021,39.0,910148,1,0
43.78,11,2,0,96.25694997385459,55.0,248858,4,0
73.96,14,4,0,83.60493233243376,74.0,1078,5,0
3.87,6,2,0,101.9484930326873,83.0,761,8,0
1.37,17,5,1,81.94608325663957,39.0,1334,11,0
141.86,14,0,0,77.90882887686041,35.0,18128,12,0
59.79,11,5,1,56.152393055763525,48.0,1988,2,0
54.92,1,3,0,52.908573166888544,48.0,10076,2,0
65.62,18,5,1,101.94395516385784,70.0,260,10,0
5.43,15,6,1,78.76368714608844,29.0,31394,12,0
8.2,16,5,1,43.98122644193763,29.0,20478,8,0
9.25,12,2,0,47.63694967511199,41.0,76383,12,0
6.92,11,6,1,93.90028359977765,56.0,601723,9,0
746.76,2,1,0,96.0041380205934,40.0,50835,12,1
35.17,18,2,0,124.27237460602484,92.0,276002,10,0
173.17,22,5,1,86.09875456772718,76.0,3805,6,0
24.11,6,6,1,85.08544572459866,73.0,2148,11,0
98.13,14,2,0,65.15274334489197,56.0,911,7,0
54.46,18,3,0,104.32584476086855,35.0,498,5,0
27.08,23,6,1,109.35271447286289,85.0,36784,6,0
50.51,22,3,0,63.40706547484999,86.0,526,6,0
71.84,6,6,1,88.55557905643086,59.0,92337,12,0
19.89,5,4,0,90.30895994209742,64.0,5451,0,0
33.13,7,4,0,105.73284891404025,54.0,270712,3,0
97.93,12,6,1,110.91755094996373,28.0,10295,9,0
26.63,21,0,0,30.959524885561077,64.0,5451,7,0
89.76,13,1,0,60.3056049304862,37.0,1102,6,0
19.17,14,6,1,89.47248992492612,60.0,99,6,0
4.86,10,1,0,7.271032190312696,56.0,23805,11,0
99.54,15,2,0,29.5053281882429,28.0,6703,10,0
764.08,23,6,1,35.74214355984534,38.0,7646,11,0
6.05,4,5,1,92.05037750288024,62.0,1850,12,0
141.93,14,6,1,93.62255463922192,42.0,21134,9,0
7.58,12,4,0,72.76306056802657,22.0,817312,1,0
9.47,19,0,0,92.44381225124013,42.0,59744,11,0
11.73,19,0,0,52.82754889146155,32.0,2456,6,0
73.49,4,6,1,52.99382929819406,41.0,20328,4,0
147.28,9,2,0,111.29714383877429,58.0,248,4,0
295.68,9,0,0,73.06983269959265,74.0,254282,0,0
102.8,12,6,1,32.46019403053998,39.0,16163,6,0
16.98,14,1,0,52.50787159756967,37.0,530,7,0
7.25,18,0,0,93.25821505337414,53.0,2376,11,0
79.59,15,2,0,18.672148881159256,32.0,2456,6,0
66.32,21,5,1,54.28982186663887,23.0,1512,5,0
60.98,13,2,0,96.9974250416688,38.0,2523,1,0
2.45,15,5,1,134.7420330005439,45.0,1312922,12,0
120.5,2,0,0,42.28457649295716,86.0,1363,4,0
33.99,18,5,1,82.47196250588948,48.0,3279,12,0
49.3,7,2,0,112.33826968683712,49.0,399,2,0
3.59,15,4,0,52.70807862882137,36.0,48194,11,0
20.4,14,3,0,107.46518339991772,28.0,4542,0,0
91.48,14,5,1,74.25726324745037,48.0,168,6,0
42.98,6,5,1,111.58213224562282,36.0,7297,4,0
98.58,2,6,1,110.5388697941273,50.0,1645,11,0
69.65,20,3,0,83.55112271922984,53.0,5507,1,0
53.66,4,2,0,38.849042058969694,29.0,606,2,0
68.08,19,4,0,95.92985349108191,49.0,1680,6,0
28.52,0,5,1,116.12859171158973,42.0,2060,9,0
41.5,12,5,1,42.064418478761134,37.0,71463,7,0
182.5,0,6,1,39.54098265758325,47.0,79613,4,0
2.69,6,6,1,71.10808041832773,47.0,757530,8,0
21.54,12,6,1,110.39047209129428,77.0,1274,0,0
2.25,23,5,1,79.39801424798783,42.0,1523,11,0
49.66,14,5,1,62.54445558985658,42.0,27971,6,0
164.7,0,3,0,73.79899133591282,73.0,1631,4,0
67.83,20,6,1,70.78308958258776,53.0,110,1,0
36.97,19,0,0,42.76590556020581,41.0,760,6,0
4.16,14,6,1,82.13494101190255,59.0,206,5,0
7.02,9,1,0,87.80866150181703,58.0,92985,12,0
108.13,10,0,0,68.70007076261511,41.0,1360,4,0
36.65,20,0,0,104.31456417006382,66.0,1923,1,0
3.4,10,0,0,44.03005567217625,82.0,914,8,0
66.0,17,3,0,91.05139188592902,31.0,128715,5,0
121.25,13,5,1,57.15876969045342,29.0,606,12,0
61.64,10,1,0,111.25396797685691,45.0,124967,2,0
1.76,7,5,1,52.59037382226797,71.0,4677,8,0
28.09,17,3,0,55.66083949036211,57.0,9034,7,0
6.39,3,6,1,57.17779023045688,100.0,2856,9,0
60.6,15,5,1,14.978747490259503,29.0,4653,5,0
38.62,20,2,0,106.55385981044668,40.0,105638,10,0
6.34,20,4,0,81.23642684167115,27.0,2870,1,0
36.08,1,4,0,55.898012478283135,33.0,5161,9,0
14.48,0,6,1,39.72696113940761,43.0,673342,8,0
55.23,7,4,0,70.18320552834325,21.0,267,4,0
22.62,18,0,0,110.11593590683313,49.0,8269,7,0
50.91,22,0,0,74.71191298800879,48.0,149,6,0
191.68,5,1,0,99.83265238675062,38.0,88735,4,0
57.58,13,2,0,57.306108392940935,37.0,530,9,0
11.14,15,4,0,86.10143868952487,49.0,9521,7,0
55.87,1,0,0,55.81946444050059,60.0,2471,8,0
3.71,0,1,0,52.94724795497528,95.0,2807,8,0
4.95,23,3,0,90.48329128508831,26.0,28739,12,0
24.93,16,2,0,81.58508254894228,45.0,241,6,0
1.25,22,4,0,85.41884233927556,89.0,2258,5,0
144.65,19,6,1,73.39813769680131,54.0,11256,6,0
119.89,8,1,0,54.08187547066661,32.0,95,12,0
49.67,18,1,0,114.60276760489337,40.0,2836,7,0
27.57,14,0,0,92.57065717216003,54.0,55581,6,0
167.73,23,2,0,134.13418636491073,36.0,9772,0,0
83.31,1,0,0,104.18276554237372,36.0,4056,2,0
79.08,9,3,0,116.66344728865158,37.0,341043,2,0
100.03,9,6,1,86.33503614957408,35.0,291,4,0
138.98,16,1,0,99.8129432674858,32.0,22191,5,0
28.76,18,4,0,101.10774852957591,51.0,9815,10,0
82.77,21,1,0,81.90645493413322,53.0,631,10,0
964.77,23,0,0,33.664192601574,44.0,4729,11,1
144.07,20,1,0,91.99534975613489,58.0,1666,0,0
3.26,8,0,0,70.00290279752498,57.0,92294,0,0
118.51,12,6,1,107.84899157530707,36.0,7297,6,0
44.02,11,2,0,78.1506998580824,53.0,123,3,0
7.07,17,6,1,81.72327050629626,46.0,509,9,0
110.01,3,2,0,82.71556611606397,59.0,5989,11,0
93.61,23,4,0,91.7494438548154,57.0,215,0,0
4.92,18,0,0,56.60423251171704,41.0,76383,9,0
7.08,15,2,0,97.26327095090811,53.0,1749,6,0
58.88,6,4,0,96.54090275616726,48.0,5196,4,0
45.92,11,4,0,72.7244384212522,74.0,1078,2,0
95.4,22,1,0,73.60994546921951,59.0,571,6,0
4.13,17,5,1,39.69297078844094,29.0,276896,0,0
46.31,19,1,0,42.44495325361496,31.0,917,0,0
89.39,22,4,0,57.38411552320447,42.0,21134,7,0
3.97,10,6,1,104.51647621348043,72.0,26120,8,0
38.47,20,6,1,100.14854962498094,78.0,2971,5,0
52.64,18,6,1,99.08128841672281,49.0,16183,7,0
4.57,14,0,0,102.76624508015173,46.0,509,7,0
85.32,12,0,0,67.75247071063231,85.0,2443,7,0
55.31,20,0,0,87.36647714774637,30.0,564,5,0
61.23,8,1,0,90.98333721394489,33.0,116001,2,0
82.43,11,0,0,87.28617001448754,45.0,124967,3,0
57.0,3,0,0,49.95416567000986,84.0,140,2,0
75.3,4,2,0,90.64456515889434,71.0,4677,2,0
46.04,1,2,0,69.42494214396834,43.0,24536,3,0
2.63,4,1,0,92.91005949814141,60.0,1383,12,0
45.32,4,2,0,44.05597898860221,35.0,1228,2,0
4.25,1,3,0,88.44746422737869,86.0,1363,9,0
96.28,1,4,0,136.01351686075367,68.0,2566,4,0
91.59,17,5,1,74.59120004833224,40.0,1645,1,0
2.08,11,3,0,54.69154643461268,84.0,46944,0,0
23.9,22,3,0,45.12535517829126,44.0,42817,7,0
98.84,17,0,0,32.26258768801688,69.0,732,5,0
11.12,6,6,1,126.99538122271801,51.0,320420,8,0
2.86,15,3,0,126.20282720082895,32.0,2456,7,0
4.51,22,3,0,99.62346665846523,29.0,4653,5,0
7.41,20,0,0,87.81068718018396,36.0,302,12,0
42.42,17,0,0,47.728086749662864,38.0,2523,5,0
18.8,23,0,0,97.9666689945913,69.0,7420,7,0
12.37,19,4,0,100.36875105807364,54.0,922,7,0
6.73,8,1,0,58.74019204951543,64.0,153,11,0
70.75,9,0,0,80.09489905360836,21.0,267,2,0
76.63,10,4,0,37.88660413506787,36.0,1617,4,0
47.67,22,5,1,93.67165707427314,52.0,151785,7,0
35.85,6,6,1,79.02128079218689,50.0,1302,9,0
54.46,6,0,0,65.70303457919553,75.0,43102,2,0
634.65,21,1,0,115.6552644068021,31.0,93193,12,0
45.33,4,0,0,92.26276748549706,34.0,5875,8,0
119.71,6,5,1,78.21340664165233,34.0,126,4,0
165.27,18,0,0,36.05871990258347,30.0,564,8,0
50.97,19,0,0,94.75111034871719,41.0,277,7,0
77.81,5,5,1,43.310230700781666,40.0,2836,2,0
63.65,11,2,0,68.31343836562918,57.0,568,2,0
77.3,11,0,0,127.74994425061692,80.0,95015,2,0
12.47,18,6,1,5.61731467122327,50.0,19054,1,0
40.79,13,5,1,54.391404515763845,86.0,145,5,0
44.71,18,3,0,71.36354184048959,64.0,4172,7,0
34.0,0,3,0,20.708954864513693,43.0,540,2,0
520.32,2,0,0,30.568340970290038,55.0,14228,8,0
12.17,9,0,0,25.664578489448374,52.0,14871,8,0
128.15,8,6,1,92.03841793772428,61.0,1791,4,0
9.53,8,0,0,89.51216839741089,62.0,2317,11,0
4.5,23,4,0,86.40351942845867,35.0,498,11,0
79.86,12,6,1,83.51200969041443,40.0,99,0,0
18.05,16,3,0,18.722718487134532,63.0,222,6,0
8.08,23,5,1,89.35605544346174,31.0,1595797,8,0
2.83,19,1,0,98.15973417649573,38.0,151815,7,0
130.46,1,6,1,110.34828096966136,38.0,7646,8,0
64.43,5,4,0,40.11807964565584,59.0,4913,2,0
66.27,5,4,0,85.19643028812357,64.0,258,2,0
152.19,16,6,1,71.98386635210778,72.0,2016,10,0
88.07,11,2,0,88.54327240660533,61.0,804,4,0
1.35,14,6,1,60.99909319982898,42.0,3451,12,0
21.11,23,1,0,98.2265528607795,51.0,5548,6,0
31.2,16,0,0,105.97842009407864,39.0,32891,0,0
74.46,2,3,0,31.712978595334583,69.0,75903,4,0
38.92,7,1,0,63.64553560477265,66.0,205,9,0
30.13,23,0,0,53.58440323639975,43.0,2906700,5,0
37.81,14,3,0,131.527233759273,31.0,34153,6,0
70.11,23,3,0,108.59338939334117,37.0,140,5,0
75.14,14,4,0,16.319002590404995,39.0,46,6,0
51.4,19,3,0,109.0028582528225,75.0,43102,10,0
39.73,15,1,0,114.34934224628977,56.0,673342,7,0
28.04,1,0,0,76.62706348419361,50.0,324,3,0
118.74,11,4,0,46.979095856108195,90.0,1288,4,0
486.5,22,3,0,89.2513036761313,51.0,35299,1,0
69.08,23,1,0,57.318332452248555,57.0,92294,10,0
29.01,8,1,0,103.88924375721635,41.0,1360,9,0
25.84,12,1,0,90.95007615299747,32.0,71335,1,0
56.79,22,6,1,31.51796188567599,53.0,5507,7,0
34.88,18,4,0,36.02664146352379,77.0,43,6,0
16.44,23,4,0,121.40005376360791,90.0,15426,10,0
51.21,8,1,0,61.218404219466294,64.0,370,2,0
2.79,19,4,0,106.10277795415936,30.0,3228,9,0
66.29,23,4,0,109.5868921755799,49.0,1680,6,0
204.56,0,4,0,79.39581723370699,41.0,19685,4,0
35.21,10,0,0,74.00652492914713,86.0,493,8,0
72.74,13,1,0,87.50288842519568,93.0,18760,10,0
175.11,12,5,1,97.09670700106058,29.0,1075,12,0
83.76,5,6,1,98.83406348626953,21.0,163415,4,0
104.16,21,0,0,111.5137403287757,29.0,2408,0,0
33.47,20,6,1,81.59607809543996,52.0,100,0,0
199.84,8,4,0,82.1453464976858,31.0,899,8,0
46.55,15,0,0,92.48275159328325,47.0,341,7,0
80.76,13,5,1,91.47078101381882,31.0,5341,5,0
25.82,14,6,1,69.83596637289699,52.0,1745,6,0
138.92,1,1,0,78.65373437966663,32.0,2456,4,0
56.28,13,0,0,65.76350457294578,35.0,107941,10,0
3.16,13,4,0,38.676065497795555,45.0,241,11,0
71.35,20,6,1,19.130180765541933,54.0,765,7,0
75.92,7,3,0,88.56156423409391,59.0,5989,3,0
62.56,6,5,1,32.27420912766188,67.0,464,2,0
57.49,3,3,0,109.88831669709374,33.0,238602,4,0
5.74,23,5,1,71.28970331704188,33.0,19408,12,0
6.66,19,3,0,65.07988160309573,80.0,589,13,0
62.34,2,2,0,98.26684443364483,66.0,3487,4,0
87.89,5,2,0,82.51371887674355,68.0,37,4,0
654.82,17,1,0,87.33508220911445,56.0,34496,12,0
59.59,17,3,0,111.03011885520891,38.0,885,1,0
12.06,20,1,0,108.81112945561387,42.0,21134,10,0
40.99,12,6,1,90.91541839481677,29.0,20478,7,0
57.7,17,6,1,88.76991485091271,41.0,718,6,0
54.36,15,5,1,104.99212766983709,32.0,2395,7,0
8.17,19,4,0,72.33371508353054,37.0,2368,12,0
43.93,21,6,1,91.25617558594656,33.0,5903,5,0
242.98,17,0,0,41.80626907473894,40.0,11432,11,0
227.69,21,0,0,45.35566949377548,39.0,12747,11,0
64.55,23,5,1,114.47002653583534,71.0,4677,7,0
33.13,14,0,0,33.59044454876323,41.0,718,1,0
7.6,15,0,0,55.37478353796273,56.0,4533,6,0
97.38,3,2,0,118.85688420969554,39.0,737,4,0
33.27,17,5,1,107.50726121676557,64.0,297,5,0
56.64,0,2,0,93.02272499414299,53.0,3688,4,0
139.53,17,5,1,63.22800100301788,70.0,532,5,0
50.23,8,4,0,25.891581396981618,36.0,9772,8,0
41.12,14,6,1,60.337138539663094,56.0,911,0,0
117.85,23,2,0,100.8200476400859,70.0,134056,6,0
59.34,1,2,0,107.66189929144367,61.0,269,2,0
64.44,9,3,0,91.20778523296124,48.0,5760,3,0
36.54,20,0,0,60.977981690683215,69.0,828,1,0
127.83,7,6,1,22.991867159463553,59.0,344,4,0
99.4,11,0,0,73.30938137643798,51.0,1810,4,0
223.88,10,4,0,78.64524290832406,41.0,1526206,4,0
73.78,16,4,0,118.02879997328515,51.0,1841,5,0
32.09,19,6,1,117.49604043102103,58.0,248,0,0
4.16,23,2,0,86.8867451603689,95.0,2807,6,0
79.85,1,3,0,35.38093669442733,72.0,3223,2,0
19.6,18,2,0,90.00720694924048,77.0,4993,7,0
6.38,20,1,0,104.00548230514396,60.0,653,13,0
89.54,4,1,0,37.88071150070597,56.0,3833,4,0
330.33,6,0,0,57.69941820854157,85.0,471,9,0
79.7,15,0,0,49.71042339448707,93.0,341,1,0
10.86,11,6,1,50.25050861764917,47.0,172247,9,0
90.94,7,3,0,100.66994894609431,70.0,4589,2,0
17.46,12,6,1,79.47201068757387,66.0,3487,5,0
63.05,2,2,0,113.38836179845042,49.0,26551,3,0
30.94,5,1,0,64.62319382420068,29.0,1075,3,0
59.3,4,6,1,11.72912312441388,35.0,520,2,0
112.69,9,0,0,103.38549925238489,42.0,1858,4,0
61.99,11,6,1,94.21098781408573,36.0,48194,2,0
52.26,10,5,1,90.27995605680513,50.0,1022298,4,0
72.28,11,1,0,78.15398045534391,32.0,4354,2,0
46.05,15,6,1,122.38554121549872,30.0,564,8,0
35.15,8,1,0,54.25102117008103,40.0,795,9,0
15.83,20,1,0,80.12649863414569,52.0,151785,10,0
71.88,3,0,0,63.896166768478096,27.0,2504700,4,0
42.01,3,2,0,94.01297346275321,47.0,276002,3,0
138.88,21,0,0,95.58724155629513,75.0,427,7,0
85.69,5,6,1,99.65186578194952,57.0,9034,4,0
1.01,16,0,0,85.6125032817773,40.0,3458,11,0
62.48,6,2,0,99.63178328007326,42.0,3451,2,0
175.06,14,0,0,120.9627651053121,51.0,1263321,7,0
99.34,6,2,0,123.32544635802017,35.0,1490,4,0
6.41,8,5,1,61.44960769287098,68.0,1196,9,0
139.93,1,6,1,102.50863537895123,61.0,470,4,0
47.66,2,3,0,112.03201544380947,51.0,5548,2,0
52.84,22,4,0,71.94598360298029,35.0,1654,7,0
51.35,8,0,0,88.65436396165283,57.0,1656,2,0
43.9,22,2,0,101.82556051741066,46.0,1532,7,0
83.18,18,0,0,59.792672876499324,53.0,1749,6,0
17.1,15,5,1,60.99761994360441,60.0,277,6,0
3.57,20,0,0,90.08034365623318,54.0,1760,6,0
2.25,3,2,0,102.10110228292086,42.0,21134,8,0
75.31,1,4,0,71.12924801410364,59.0,5989,2,0
7.57,4,3,0,50.27619617239941,65.0,320,12,0
13.83,15,4,0,99.03213402858718,48.0,149,1,0
54.78,11,2,0,86.16414621471662,33.0,19408,2,0
40.78,5,6,1,32.5553619767597,71.0,76,2,0
29.81,3,0,0,57.54262309320416,51.0,9815,3,0
84.77,23,3,0,76.44386944209478,58.0,92985,7,0
3595.61,16,2,0,107.55986230694074,52.0,100,12,0
65.87,9,5,1,116.18789075385935,59.0,4913,2,0
97.1,22,6,1,80.76920512267355,34.0,525713,10,0
132.55,20,0,0,49.45751421941847,48.0,3255,5,0
5.92,16,5,1,114.54642682349079,90.0,1288,13,0
8.57,22,0,0,66.00144700438695,62.0,1850,10,0
90.7,6,1,0,74.46572432844236,46.0,686,4,0
40.46,19,3,0,124.6822755722712,64.0,9993,1,0
103.5,3,3,0,88.20886064409088,51.0,566,4,0
78.75,23,6,1,77.30240011020875,42.0,467,10,0
82.26,13,3,0,104.706960675068,27.0,895,10,0
6.42,16,5,1,89.22926325365579,67.0,630,13,0
22.47,17,5,1,63.11977406254254,41.0,1526206,5,0
6.26,17,6,1,89.7812416206146,54.0,55581,1,0
4.22,17,3,0,92.84226977931185,95.0,397,7,0
206.53,3,0,0,81.0013126476174,38.0,545147,4,0
129.53,3,5,1,67.52071341609998,53.0,1749,4,0
38.38,19,2,0,46.1177615657899,45.0,241,6,0
81.67,10,2,0,80.03297757493213,67.0,198,3,0
62.31,12,3,0,65.92544342106774,44.0,782,1,0
55.35,18,6,1,94.07252350539287,29.0,31394,10,0
14.41,19,1,0,113.67037591315903,68.0,37,6,0
77.52,16,6,1,44.741284040121165,53.0,3688,0,0
4.49,16,6,1,20.02905086146143,64.0,153,5,0
2.95,12,6,1,140.05930913579115,50.0,1595797,11,0
17.41,13,2,0,132.50598087580875,39.0,242,6,0
149.42,13,4,0,50.401154536443535,28.0,1423,0,0
2.24,9,5,1,56.014016841365056,66.0,927396,11,0
33.6,13,6,1,80.49982691549975,59.0,571,7,0
73.67,22,1,0,14.8871527105627,40.0,795,5,0
13.55,13,6,1,77.8647884544654,52.0,241,5,0
45.59,18,4,0,93.12252280278399,42.0,50489,1,0
88.41,17,5,1,108.46352804690116,26.0,136,0,0
4.51,8,0,0,46.51302605020543,99.0,16305,11,0
73.39,20,0,0,95.7743770716702,23.0,5666,6,0
14.81,20,0,0,51.78945640249666,55.0,5950,12,0
1.96,16,0,0,92.17631702739465,48.0,3279,1,0
310.61,2,0,0,82.65068083946257,62.0,2317,11,0
148.64,16,6,1,55.7344788368738,80.0,2518,7,0
124.23,11,4,0,104.74179920535687,93.0,18760,1,0
39.52,10,2,0,67.11021556720054,49.0,346,2,0
60.91,5,4,0,101.9529150466856,35.0,520,2,0
73.87,12,6,1,136.0746130627746,38.0,477,5,0
14.44,19,6,1,84.12315904514706,31.0,34153,1,0
78.61,9,6,1,72.56066526070896,66.0,459921,4,0
5.44,17,6,1,113.65718276943642,26.0,28425,11,0
33.1,21,1,0,40.36149867435811,78.0,55345,1,0
5.32,20,2,0,75.24869504868067,51.0,5548,0,0
53.2,9,1,0,45.77165661628625,58.0,413574,4,0
237.76,20,6,1,46.45003240700236,49.0,378909,1,0
94.79,3,5,1,98.43773444485517,74.0,7565,4,0
72.46,21,5,1,84.12804883008698,51.0,1807,7,0
87.21,13,6,1,109.9257770516417,39.0,737,6,0
2.77,20,3,0,42.87144993770138,77.0,2661,13,0
38.87,22,3,0,73.36978344722704,45.0,3104,0,0
111.4,1,5,1,118.14959063113781,48.0,1988,4,0
60.61,23,2,0,124.38612321835406,42.0,467,1,0
4.84,12,6,1,54.60340611151943,41.0,1493,13,0
38.84,8,3,0,55.554811636167564,36.0,137,9,0
77.07,14,6,1,93.73490325788043,37.0,1078,10,0
66.84,13,6,1,4.075867687924678,39.0,1334,1,0
54.83,22,0,0,51.6987290287734,40.0,409656,9,0
80.72,12,0,0,54.504940082250506,48.0,1563,1,0
32.11,8,3,0,124.50235056327163,41.0,1360,9,0
54.77,3,3,0,58.96944109786119,36.0,77,2,0
80.99,16,0,0,41.31764737379244,80.0,128,5,0
4.23,17,1,0,70.81846167378772,54.0,343,12,0
8.71,21,6,1,76.1678075055732,37.0,2368,12,0
95.74,1,2,0,106.37194825036924,35.0,1654,4,0
925.04,17,5,1,87.33182410136106,54.0,2401,12,0
32.21,8,2,0,124.1597483637774,53.0,123,9,0
167.47,18,1,0,67.44144850392023,39.0,46,12,0
204.93,3,1,0,49.95903409017968,46.0,21902,4,0
165.6,19,0,0,70.12172917829075,41.0,35439,7,0
75.92,7,6,1,18.986043569778882,48.0,5760,3,0
75.37,6,0,0,34.3113811640432,42.0,85,2,0
12.06,12,5,1,66.49473666031594,45.0,1312922,6,0
231.69,1,3,0,92.65930370135948,55.0,34882,4,0
214.04,11,5,1,126.241521158651,40.0,50835,4,0
9.34,12,2,0,129.7305331963808,48.0,1563,12,0
4.39,20,5,1,75.64156324630416,32.0,391389,11,0
8.61,13,0,0,37.68729809681542,51.0,18182,9,0
1.55,16,5,1,112.26793691635599,66.0,24840,13,0
68.83,4,1,0,65.66873572341036,32.0,2395,2,0
14.36,23,3,0,119.3707830243617,25.0,92608,10,0
3.31,6,5,1,74.60174756625231,60.0,233717,12,0
57.44,1,5,1,126.93035157305417,43.0,24536,3,0
55.45,11,0,0,83.00947409765305,70.0,263,3,0
24.85,23,0,0,37.12177261277237,36.0,3343,1,0
4.29,1,5,1,104.67030883449554,90.0,15426,0,0
21.0,19,2,0,97.64532618826371,54.0,771,7,0
161.93,8,0,0,101.73321184400969,52.0,14871,8,0
110.42,2,0,0,65.16675192744853,69.0,139650,0,0
5.37,1,4,0,96.59296944695122,97.0,52126,12,0
84.83,7,4,0,108.07106333723401,67.0,190178,2,0
75.03,2,3,0,24.58420853985379,71.0,4677,4,0
62.03,20,1,0,25.62264500457707,33.0,5161,6,0
68.05,13,0,0,62.483239809502564,31.0,34153,4,0
152.7,16,6,1,91.24128916988307,89.0,2258,7,0
14.29,23,6,1,85.28655907586676,45.0,3104,6,0
1.39,16,1,0,82.62436318410926,28.0,1423,10,0
71.56,9,0,0,108.84812475984951,47.0,1019,3,0
1.36,16,4,0,67.74810961830148,31.0,5341,1,0
11.66,13,5,1,68.38925469285843,93.0,3289,6,0
3.41,21,3,0,117.32634471981456,69.0,759,7,0
25.25,5,3,0,90.12712947764547,66.0,1241364,0,0
2.06,13,0,0,104.00872861158108,36.0,316665,12,0
2.52,15,5,1,79.70656473820786,40.0,2501,1,0
67.6,9,2,0,24.337665495364956,39.0,1186,4,0
62.18,0,5,1,91.82496206692898,60.0,717255,2,0
182.72,4,6,1,53.91001286671886,44.0,3684,4,0
20.42,9,4,0,42.3799281217516,43.0,2906700,8,0
991.85,23,3,0,118.28520657581628,99.0,7369,11,1
206.95,16,0,0,78.76555479038412,68.0,118,6,0
102.49,7,4,0,107.87181612854341,56.0,551,4,0
115.24,12,6,1,124.84491689522449,29.0,2408,9,0
8.55,1,0,0,110.85500543146367,57.0,1656,12,0
55.81,8,6,1,103.44405436413965,49.0,346,2,0
68.76,20,6,1,91.3540839840976,49.0,4090,1,0
